委託者,,,1,名詞,一般,*,*,*,*,委託者,イタクシャ,イタクシャ
委託者指図型投資信託,,,1,名詞,一般,*,*,*,*,委託者指図型投資信託,イタクシャサシズガタトウシシンタク,イタクシャサシズガタトウシシンタク
委託者非指図型投資信託,,,1,名詞,一般,*,*,*,*,委託者非指図型投資信託,イタクシャヒサシズガタトウシシンタク,イタクシャヒサシズガタトウシシンタク
委託料金,,,1,名詞,一般,*,*,*,*,委託料金,イタクリョウキン,イタクリョウキン
一時金,,,1,名詞,一般,*,*,*,*,一時金,イチジキン,イチジキン
一時庇護,,,1,名詞,一般,*,*,*,*,一時庇護,イチジヒゴ,イチジヒゴ
一時所得,,,1,名詞,一般,*,*,*,*,一時所得,イチジショトク,イチジショトク
著しい損害又は遅滞,,,1,名詞,一般,*,*,*,*,著しい損害又は遅滞,イチジルシイソンガイマタハチタイ,イチジルシイソンガイマタハチタイ
一部改正,,,1,名詞,一般,*,*,*,*,一部改正,イチブカイセイ,イチブカイセイ
一括売却,,,1,名詞,一般,*,*,*,*,一括売却,イッカツバイキャク,イッカツバイキャク
一身専属性,,,1,名詞,一般,*,*,*,*,一身専属性,イッシンセンゾクセイ,イッシンセンゾクセイ
一般異議申述期間,,,1,名詞,一般,*,*,*,*,一般異議申述期間,イッパンイギシンジュツキカン,イッパンイギシンジュツキカン
一般財団法人,,,1,名詞,一般,*,*,*,*,一般財団法人,イッパンザイダンホウジン,イッパンザイダンホウジン
一般社団法人,,,1,名詞,一般,*,*,*,*,一般社団法人,イッパンシャダンホウジン,イッパンシャダンホウジン
一般承継人,,,1,名詞,一般,*,*,*,*,一般承継人,イッパンショウケイニン,イッパンショウケイニン
一般消費者,,,1,名詞,一般,*,*,*,*,一般消費者,イッパンショウヒシャ,イッパンショウヒシャ
一般職,,,1,名詞,一般,*,*,*,*,一般職,イッパンショク,イッパンショク
一般調査期間,,,1,名詞,一般,*,*,*,*,一般調査期間,イッパンチョウサキカン,イッパンチョウサキカン
一般調査期日,,,1,名詞,一般,*,*,*,*,一般調査期日,イッパンチョウサキジツ,イッパンチョウサキジツ
一般に公正妥当と認められる企業会計の基準,,,1,名詞,一般,*,*,*,*,一般に公正妥当と認められる企業会計の基準,イッパンニコウセイトミトメラレルキギョウカイケイノキジュン,イッパンニコウセイトミトメラレルキギョウカイケイノキジュン
一般の先取特権,,,1,名詞,一般,*,*,*,*,一般の先取特権,イッパンノサキドリトッケン,イッパンノサキドリトッケン
一般の優先権がある債権,,,1,名詞,一般,*,*,*,*,一般の優先権がある債権,イッパンノユウセンケンガアルサイケン,イッパンノユウセンケンガアルサイケン
一般弁済期間,,,1,名詞,一般,*,*,*,*,一般弁済期間,イッパンベンサイキカン,イッパンベンサイキカン
偽りその他不正の行為,,,1,名詞,一般,*,*,*,*,偽りその他不正の行為,イツワリソノタフセイノコウイ,イツワリソノタフセイノコウイ
偽りその他不正の手段,,,1,名詞,一般,*,*,*,*,偽りその他不正の手段,イツワリソノタフセイノシュダン,イツワリソノタフセイノシュダン
移転,,,1,名詞,一般,*,*,*,*,移転,イテン,イテン
遺伝子組換え生物,,,1,名詞,一般,*,*,*,*,遺伝子組換え生物,イデンシクミカエセイブツ,イデンシクミカエセイブツ
遺伝子組換え微生物,,,1,名詞,一般,*,*,*,*,遺伝子組換え微生物,イデンシクミカエビセイブツ,イデンシクミカエビセイブツ
委任,,,1,名詞,一般,*,*,*,*,委任,イニン,イニン
委任事務,,,1,名詞,一般,*,*,*,*,委任事務,イニンジム,イニンジム
委任状,,,1,名詞,一般,*,*,*,*,委任状,イニンジョウ,イニンジョウ
委任による代理人,,,1,名詞,一般,*,*,*,*,委任による代理人,イニンニヨルダイリニン,イニンニヨルダイリニン
威迫,,,1,名詞,一般,*,*,*,*,威迫,イハク,イハク
違反,,,1,名詞,一般,*,*,*,*,違反,イハン,イハン
違反行為,,,1,名詞,一般,*,*,*,*,違反行為,イハンコウイ,イハンコウイ
違反調査,,,1,名詞,一般,*,*,*,*,違反調査,イハンチョウサ,イハンチョウサ
委付,,,1,名詞,一般,*,*,*,*,委付,イフ,イフ
違約金,,,1,名詞,一般,*,*,*,*,違約金,イヤクキン,イヤクキン
医薬品,,,1,名詞,一般,*,*,*,*,医薬品,イヤクヒン,イヤクヒン
医薬部外品,,,1,名詞,一般,*,*,*,*,医薬部外品,イヤクブガイヒン,イヤクブガイヒン
入会権,,,1,名詞,一般,*,*,*,*,入会権,イリアイケン,イリアイケン
遺留した物,,,1,名詞,一般,*,*,*,*,遺留した物,イリュウシタブツ,イリュウシタブツ
遺留分,,,1,名詞,一般,*,*,*,*,遺留分,イリュウブン,イリュウブン
医療給付,,,1,名詞,一般,*,*,*,*,医療給付,イリョウキュウフ,イリョウキュウフ
医療費控除,,,1,名詞,一般,*,*,*,*,医療費控除,イリョウヒコウジョ,イリョウヒコウジョ
威力,,,1,名詞,一般,*,*,*,*,威力,イリョク,イリョク
印影,,,1,名詞,一般,*,*,*,*,印影,インエイ,インエイ
印鑑,,,1,名詞,一般,*,*,*,*,印鑑,インカン,インカン
印鑑証明書,,,1,名詞,一般,*,*,*,*,印鑑証明書,インカンショウメイショ,インカンショウメイショ
印鑑登録,,,1,名詞,一般,*,*,*,*,印鑑登録,インカントウロク,インカントウロク
印章,,,1,名詞,一般,*,*,*,*,印章,インショウ,インショウ
姻族,,,1,名詞,一般,*,*,*,*,姻族,インゾク,インゾク
引致,,,1,名詞,一般,*,*,*,*,引致,インチ,インチ
隠匿,,,1,名詞,一般,*,*,*,*,隠匿,イントク,イントク
陰謀,,,1,名詞,一般,*,*,*,*,陰謀,インボウ,インボウ
隠滅,,,1,名詞,一般,*,*,*,*,隠滅,インメツ,インメツ
受入れ,,,1,名詞,一般,*,*,*,*,受入れ,ウケイレ,ウケイレ
受入移送,,,1,名詞,一般,*,*,*,*,受入移送,ウケイレイソウ,ウケイレイソウ
受入収容状,,,1,名詞,一般,*,*,*,*,受入収容状,ウケイレシュウヨウジョウ,ウケイレシュウヨウジョウ
受入受刑者,,,1,名詞,一般,*,*,*,*,受入受刑者,ウケイレジュケイシャ,ウケイレジュケイシャ
請負,,,1,名詞,一般,*,*,*,*,請負,ウケオイ,ウケオイ
請負人,,,1,名詞,一般,*,*,*,*,請負人,ウケオイニン,ウケオイニン
受取証書,,,1,名詞,一般,*,*,*,*,受取証書,ウケトリショウショ,ウケトリショウショ
受取手形,,,1,名詞,一般,*,*,*,*,受取手形,ウケトリテガタ,ウケトリテガタ
氏,,,1,名詞,一般,*,*,*,*,氏,ウジ,ウジ
打切補償,,,1,名詞,一般,*,*,*,*,打切補償,ウチキリホショウ,ウチキリホショウ
訴え,,,1,名詞,一般,*,*,*,*,訴え,ウッタエ,ウッタエ
訴えの提起が悪意によるものであること,,,1,名詞,一般,*,*,*,*,訴えの提起が悪意によるものであること,ウッタエノテイキガアクイニヨルモノデアルコト,ウッタエノテイキガアクイニヨルモノデアルコト
訴えの変更,,,1,名詞,一般,*,*,*,*,訴えの変更,ウッタエノヘンコウ,ウッタエノヘンコウ
裏書,,,1,名詞,一般,*,*,*,*,裏書,ウラガキ,ウラガキ
裏書人,,,1,名詞,一般,*,*,*,*,裏書人,ウラガキニン,ウラガキニン
裏書の連続,,,1,名詞,一般,*,*,*,*,裏書の連続,ウラガキノレンゾク,ウラガキノレンゾク
売上原価,,,1,名詞,一般,*,*,*,*,売上原価,ウリアゲゲンカ,ウリアゲゲンカ
売上高,,,1,名詞,一般,*,*,*,*,売上高,ウリアゲダカ,ウリアゲダカ
売掛金,,,1,名詞,一般,*,*,*,*,売掛金,ウリカケキン,ウリカケキン
売付け,,,1,名詞,一般,*,*,*,*,売付け,ウリツケ,ウリツケ
売渡し,,,1,名詞,一般,*,*,*,*,売渡し,ウリワタシ,ウリワタシ
売渡株式,,,1,名詞,一般,*,*,*,*,売渡株式,ウリワタシカブシキ,ウリワタシカブシキ
売渡株式等,,,1,名詞,一般,*,*,*,*,売渡株式等,ウリワタシカブシキトウ,ウリワタシカブシキトウ
売渡株式等の取得の無効の訴え,,,1,名詞,一般,*,*,*,*,売渡株式等の取得の無効の訴え,ウリワタシカブシキトウノシュトクノムコウノウッタエ,ウリワタシカブシキトウノシュトクノムコウノウッタエ
売渡株主,,,1,名詞,一般,*,*,*,*,売渡株主,ウリワタシカブヌシ,ウリワタシカブヌシ
売渡株主等,,,1,名詞,一般,*,*,*,*,売渡株主等,ウリワタシカブヌシトウ,ウリワタシカブヌシトウ
売渡新株予約権,,,1,名詞,一般,*,*,*,*,売渡新株予約権,ウリワタシシンカブヨヤクケン,ウリワタシシンカブヨヤクケン
売渡新株予約権者,,,1,名詞,一般,*,*,*,*,売渡新株予約権者,ウリワタシシンカブヨヤクケンシャ,ウリワタシシンカブヨヤクケンシャ
運営,,,1,名詞,一般,*,*,*,*,運営,ウンエイ,ウンエイ
運営委員会,,,1,名詞,一般,*,*,*,*,運営委員会,ウンエイイインカイ,ウンエイイインカイ
運営評議員会,,,1,名詞,一般,*,*,*,*,運営評議員会,ウンエイヒョウギインカイ,ウンエイヒョウギインカイ
運送,,,1,名詞,一般,*,*,*,*,運送,ウンソウ,ウンソウ
運送業者,,,1,名詞,一般,*,*,*,*,運送業者,ウンソウギョウシャ,ウンソウギョウシャ
運送賃,,,1,名詞,一般,*,*,*,*,運送賃,ウンソウチン,ウンソウチン
運送取扱営業,,,1,名詞,一般,*,*,*,*,運送取扱営業,ウンソウトリアツカイエイギョウ,ウンソウトリアツカイエイギョウ
運送取扱人,,,1,名詞,一般,*,*,*,*,運送取扱人,ウンソウトリアツカイニン,ウンソウトリアツカイニン
運送人,,,1,名詞,一般,*,*,*,*,運送人,ウンソウニン,ウンソウニン
運送品,,,1,名詞,一般,*,*,*,*,運送品,ウンソウヒン,ウンソウヒン
運送保険,,,1,名詞,一般,*,*,*,*,運送保険,ウンソウホケン,ウンソウホケン
運用,,,1,名詞,一般,*,*,*,*,運用,ウンヨウ,ウンヨウ
運用資金,,,1,名詞,一般,*,*,*,*,運用資金,ウンヨウシキン,ウンヨウシキン
映画製作者,,,1,名詞,一般,*,*,*,*,映画製作者,エイガセイサクシャ,エイガセイサクシャ
映画の著作物,,,1,名詞,一般,*,*,*,*,映画の著作物,エイガノチョサクブツ,エイガノチョサクブツ
営業,,,1,名詞,一般,*,*,*,*,営業,エイギョウ,エイギョウ
営業外収益,,,1,名詞,一般,*,*,*,*,営業外収益,エイギョウガイシュウエキ,エイギョウガイシュウエキ
営業外費用,,,1,名詞,一般,*,*,*,*,営業外費用,エイギョウガイヒヨウ,エイギョウガイヒヨウ
営業所,,,1,名詞,一般,*,*,*,*,営業所,エイギョウショ,エイギョウショ
営業損失,,,1,名詞,一般,*,*,*,*,営業損失,エイギョウソンシツ,エイギョウソンシツ
営業年度,,,1,名詞,一般,*,*,*,*,営業年度,エイギョウネンド,エイギョウネンド
営業の部類,,,1,名詞,一般,*,*,*,*,営業の部類,エイギョウノブルイ,エイギョウノブルイ
営業秘密,,,1,名詞,一般,*,*,*,*,営業秘密,エイギョウヒミツ,エイギョウヒミツ
営業報告書,,,1,名詞,一般,*,*,*,*,営業報告書,エイギョウホウコクショ,エイギョウホウコクショ
営業利益,,,1,名詞,一般,*,*,*,*,営業利益,エイギョウリエキ,エイギョウリエキ
永小作権,,,1,名詞,一般,*,*,*,*,永小作権,エイコサクケン,エイコサクケン
永小作人,,,1,名詞,一般,*,*,*,*,永小作人,エイコサクニン,エイコサクニン
永住,,,1,名詞,一般,*,*,*,*,永住,エイジュウ,エイジュウ
永住許可,,,1,名詞,一般,*,*,*,*,永住許可,エイジュウキョカ,エイジュウキョカ
永住者,,,1,名詞,一般,*,*,*,*,永住者,エイジュウシャ,エイジュウシャ
衛生,,,1,名詞,一般,*,*,*,*,衛生,エイセイ,エイセイ
衛生委員会,,,1,名詞,一般,*,*,*,*,衛生委員会,エイセイイインカイ,エイセイイインカイ
衛生管理責任者,,,1,名詞,一般,*,*,*,*,衛生管理責任者,エイセイカンリセキニンシャ,エイセイカンリセキニンシャ
衛生推進者,,,1,名詞,一般,*,*,*,*,衛生推進者,エイセイスイシンシャ,エイセイスイシンシャ
影像,,,1,名詞,一般,*,*,*,*,影像,エイゾウ,エイゾウ
営利,,,1,名詞,一般,*,*,*,*,営利,エイリ,エイリ
営利企業,,,1,名詞,一般,*,*,*,*,営利企業,エイリキギョウ,エイリキギョウ
営利事業,,,1,名詞,一般,*,*,*,*,営利事業,エイリジギョウ,エイリジギョウ
営利の目的,,,1,名詞,一般,*,*,*,*,営利の目的,エイリノモクテキ,エイリノモクテキ
疫学的調査,,,1,名詞,一般,*,*,*,*,疫学的調査,エキガクテキチョウサ,エキガクテキチョウサ
益金,,,1,名詞,一般,*,*,*,*,益金,エキキン,エキキン
役務,,,1,名詞,一般,*,*,*,*,役務,エキム,エキム
役務提供委託,,,1,名詞,一般,*,*,*,*,役務提供委託,エキムテイキョウイタク,エキムテイキョウイタク
閲覧,,,1,名詞,一般,*,*,*,*,閲覧,エツラン,エツラン
遠隔の地,,,1,名詞,一般,*,*,*,*,遠隔の地,エンカクノチ,エンカクノチ
延期,,,1,名詞,一般,*,*,*,*,延期,エンキ,エンキ
縁組,,,1,名詞,一般,*,*,*,*,縁組,エングミ,エングミ
援護,,,1,名詞,一般,*,*,*,*,援護,エンゴ,エンゴ
援助,,,1,名詞,一般,*,*,*,*,援助,エンジョ,エンジョ
延焼,,,1,名詞,一般,*,*,*,*,延焼,エンショウ,エンショウ
延滞税,,,1,名詞,一般,*,*,*,*,延滞税,エンタイゼイ,エンタイゼイ
援用,,,1,名詞,一般,*,*,*,*,援用,エンヨウ,エンヨウ
押印,,,1,名詞,一般,*,*,*,*,押印,オウイン,オウイン
押収,,,1,名詞,一般,*,*,*,*,押収,オウシュウ,オウシュウ
押収物,,,1,名詞,一般,*,*,*,*,押収物,オウシュウブツ,オウシュウブツ
応訴管轄,,,1,名詞,一般,*,*,*,*,応訴管轄,オウソカンカツ,オウソカンカツ
応当する日,,,1,名詞,一般,*,*,*,*,応当する日,オウトウスルヒ,オウトウスルヒ
往来危険,,,1,名詞,一般,*,*,*,*,往来危険,オウライキケン,オウライキケン
往来妨害,,,1,名詞,一般,*,*,*,*,往来妨害,オウライボウガイ,オウライボウガイ
横領,,,1,名詞,一般,*,*,*,*,横領,オウリョウ,オウリョウ
公の秩序又は善良の風俗,,,1,名詞,一般,*,*,*,*,公の秩序又は善良の風俗,オオヤケノチツジョマタハゼンリョウノフウゾク,オオヤケノチツジョマタハゼンリョウノフウゾク
汚職,,,1,名詞,一般,*,*,*,*,汚職,オショク,オショク
汚水,,,1,名詞,一般,*,*,*,*,汚水,オスイ,オスイ
汚染,,,1,名詞,一般,*,*,*,*,汚染,オセン,オセン
汚染状態,,,1,名詞,一般,*,*,*,*,汚染状態,オセンジョウタイ,オセンジョウタイ
おそれ,,,1,名詞,一般,*,*,*,*,おそれ,オソレ,オソレ
汚濁,,,1,名詞,一般,*,*,*,*,汚濁,オダク,オダク
親会社,,,1,名詞,一般,*,*,*,*,親会社,オヤガイシャ,オヤガイシャ
親子,,,1,名詞,一般,*,*,*,*,親子,オヤコ,オヤコ
親事業者,,,1,名詞,一般,*,*,*,*,親事業者,オヤジギョウシャ,オヤジギョウシャ
卸売,,,1,名詞,一般,*,*,*,*,卸売,オロシウリ,オロシウリ
音楽の著作物,,,1,名詞,一般,*,*,*,*,音楽の著作物,オンガクノチョサクブツ,オンガクノチョサクブツ
恩赦,,,1,名詞,一般,*,*,*,*,恩赦,オンシャ,オンシャ
恩赦状,,,1,名詞,一般,*,*,*,*,恩赦状,オンシャジョウ,オンシャジョウ
海員,,,1,名詞,一般,*,*,*,*,海員,カイイン,カイイン
買受可能価額,,,1,名詞,一般,*,*,*,*,買受可能価額,カイウケカノウカカク,カイウケカノウカカク
海外経済協力,,,1,名詞,一般,*,*,*,*,海外経済協力,カイガイケイザイキョウリョク,カイガイケイザイキョウリョク
買掛金,,,1,名詞,一般,*,*,*,*,買掛金,カイカケキン,カイカケキン
外貨建債券,,,1,名詞,一般,*,*,*,*,外貨建債券,ガイカダテサイケン,ガイカダテサイケン
外患援助,,,1,名詞,一般,*,*,*,*,外患援助,ガイカンエンジョ,ガイカンエンジョ
外患誘致,,,1,名詞,一般,*,*,*,*,外患誘致,ガイカンユウチ,ガイカンユウチ
会議,,,1,名詞,一般,*,*,*,*,会議,カイギ,カイギ
会計,,,1,名詞,一般,*,*,*,*,会計,カイケイ,カイケイ
会計監査人,,,1,名詞,一般,*,*,*,*,会計監査人,カイケイカンサニン,カイケイカンサニン
会計監査人設置会社,,,1,名詞,一般,*,*,*,*,会計監査人設置会社,カイケイカンサニンセッチガイシャ,カイケイカンサニンセッチガイシャ
会計監査報告,,,1,名詞,一般,*,*,*,*,会計監査報告,カイケイカンサホウコク,カイケイカンサホウコク
会計参与,,,1,名詞,一般,*,*,*,*,会計参与,カイケイサンヨ,カイケイサンヨ
会計参与設置会社,,,1,名詞,一般,*,*,*,*,会計参与設置会社,カイケイサンヨセッチガイシャ,カイケイサンヨセッチガイシャ
会計参与報告,,,1,名詞,一般,*,*,*,*,会計参与報告,カイケイサンヨホウコク,カイケイサンヨホウコク
会計帳簿,,,1,名詞,一般,*,*,*,*,会計帳簿,カイケイチョウボ,カイケイチョウボ
会計年度,,,1,名詞,一般,*,*,*,*,会計年度,カイケイネンド,カイケイネンド
解雇,,,1,名詞,一般,*,*,*,*,解雇,カイコ,カイコ
介護,,,1,名詞,一般,*,*,*,*,介護,カイゴ,カイゴ
介護休業,,,1,名詞,一般,*,*,*,*,介護休業,カイゴキュウギョウ,カイゴキュウギョウ
介護給付,,,1,名詞,一般,*,*,*,*,介護給付,カイゴキュウフ,カイゴキュウフ
戒告,,,1,名詞,一般,*,*,*,*,戒告,カイコク,カイコク
外国,,,1,名詞,一般,*,*,*,*,外国,ガイコク,ガイコク
外国会社,,,1,名詞,一般,*,*,*,*,外国会社,ガイコクガイシャ,ガイコクガイシャ
外国為替,,,1,名詞,一般,*,*,*,*,外国為替,ガイコクカワセ,ガイコクカワセ
外国管財人,,,1,名詞,一般,*,*,*,*,外国管財人,ガイコクカンザイニン,ガイコクカンザイニン
外国刑,,,1,名詞,一般,*,*,*,*,外国刑,ガイコクケイ,ガイコクケイ
外国語実用新案登録出願,,,1,名詞,一般,*,*,*,*,外国語実用新案登録出願,ガイコクゴジツヨウシンアントウロクシュツガン,ガイコクゴジツヨウシンアントウロクシュツガン
外国語書面出願,,,1,名詞,一般,*,*,*,*,外国語書面出願,ガイコクゴショメンシュツガン,ガイコクゴショメンシュツガン
外国語特許出願,,,1,名詞,一般,*,*,*,*,外国語特許出願,ガイコクゴトッキョシュツガン,ガイコクゴトッキョシュツガン
外国語要約書面,,,1,名詞,一般,*,*,*,*,外国語要約書面,ガイコクゴヨウヤクショメン,ガイコクゴヨウヤクショメン
外国裁判所,,,1,名詞,一般,*,*,*,*,外国裁判所,ガイコクサイバンショ,ガイコクサイバンショ
外国人,,,1,名詞,一般,*,*,*,*,外国人,ガイコクジン,ガイコクジン
外国人登録,,,1,名詞,一般,*,*,*,*,外国人登録,ガイコクジントウロク,ガイコクジントウロク
外国政府,,,1,名詞,一般,*,*,*,*,外国政府,ガイコクセイフ,ガイコクセイフ
外国税額控除,,,1,名詞,一般,*,*,*,*,外国税額控除,ガイコクゼイガクコウジョ,ガイコクゼイガクコウジョ
外国船舶,,,1,名詞,一般,*,*,*,*,外国船舶,ガイコクセンパク,ガイコクセンパク
外国中央銀行,,,1,名詞,一般,*,*,*,*,外国中央銀行,ガイコクチュウオウギンコウ,ガイコクチュウオウギンコウ
外国倒産処理手続,,,1,名詞,一般,*,*,*,*,外国倒産処理手続,ガイコクトウサンショリテツヅキ,ガイコクトウサンショリテツヅキ
外国判決,,,1,名詞,一般,*,*,*,*,外国判決,ガイコクハンケツ,ガイコクハンケツ
外国弁護士,,,1,名詞,一般,*,*,*,*,外国弁護士,ガイコクベンゴシ,ガイコクベンゴシ
外国法共同事業,,,1,名詞,一般,*,*,*,*,外国法共同事業,ガイコクホウキョウドウジギョウ,ガイコクホウキョウドウジギョウ
外国法事務弁護士,,,1,名詞,一般,*,*,*,*,外国法事務弁護士,ガイコクホウジムベンゴシ,ガイコクホウジムベンゴシ
外国法事務弁護士事務所,,,1,名詞,一般,*,*,*,*,外国法事務弁護士事務所,ガイコクホウジムベンゴシジムショ,ガイコクホウジムベンゴシジムショ
外国法人,,,1,名詞,一般,*,*,*,*,外国法人,ガイコクホウジン,ガイコクホウジン
介護福祉士,,,1,名詞,一般,*,*,*,*,介護福祉士,カイゴフクシシ,カイゴフクシシ
介護保険,,,1,名詞,一般,*,*,*,*,介護保険,カイゴホケン,カイゴホケン
介護保険施設,,,1,名詞,一般,*,*,*,*,介護保険施設,カイゴホケンシセツ,カイゴホケンシセツ
解散,,,1,名詞,一般,*,*,*,*,解散,カイサン,カイサン
解散の登記,,,1,名詞,一般,*,*,*,*,解散の登記,カイサンノトウキ,カイサンノトウキ
開示,,,1,名詞,一般,*,*,*,*,開示,カイジ,カイジ
外資,,,1,名詞,一般,*,*,*,*,外資,ガイシ,ガイシ
開始後債権,,,1,名詞,一般,*,*,*,*,開始後債権,カイシゴサイケン,カイシゴサイケン
開示請求,,,1,名詞,一般,*,*,*,*,開示請求,カイジセイキュウ,カイジセイキュウ
